name;Alexander.Fu.Sheng;Austin.Wai;Bolo.Yeung;Bruce.Tong.Yim.Chaan;Candice.Yu.On.On;Candy.Wen.Xue.Er;Chan.Shen;Chan.Sing;Chan.Sze.Kai;Chang.Yi;Chen.Hung.Lieh;Chen.Kuan.Tai;Chen.Ping;Cheng.Lui;Cheng.Miu;Cheng.Pei.Pei;Cheung.Pooi.Saan;Chi.Kuan.Chun;Chiang.Nan;Chiang.Sheng;Chiang.Tao;Chin.Han;Chin.Ping;Chin.Siu.Ho;Ching.Li;Chiu.Hung;Chiu.Sam.Yin;Choh.Seung.Wan;Chung.Wa;Cliff.Lok;Dang.Wai.Ho;Danny.Lee.Sau.Yin;David.Chiang;Dean.Shek;Derek.Yee.Tung.Sing;Dick.Wei;Elliot.Ngok;Fan.Mei.Sheng;Fang.Mian;Fung.Hak.On;Fung.Ngai;Goo.Man.Chung;Gordon.Liu.Chia.Hui;Helen.Poon.Bing.Seung;Hsiao.Ho;Hung.Lau;Ivy.Ling.Po;James.Nam.Gung.Fan;Jason.Pai.Piao;Jimmy.Wang.Yu;Johnny.Wang.Lung.Wei;Kara.Hui;Keung.Hon;King.Lee.King.Chu;Ku.Feng;Ku.Kuan.Chung;Ku.Wen.Chung;Kwan.Fung;Lam.Chi.Tai;Lam.Fai.Wong;Lam.Jing;Lan.Wei.Lieh;Lau.Fong.Sai;Lau.Gong;Lau.Kar.Wing;Lau.Wai.Ling;Lau.Wing;Law.Hon;Leanne.Lau.Suet.Wa;Lee.Hoi.Sang;Lee.Pang.Fei;Lee.Wan.Chung;Leung.Kar.Yan;Li.Ching;Lily.Ho.Li.Li;Lily.Li.Li.Li;Ling.Yun;Lisa.Chiao.Chiao;Liu.Chia.Liang;Lo.Dik;Lo.Lieh;Lo.Meng;Lo.Wei;Lu.Feng;Lung.Tien.Hsiang;Ng.Hong.Sang;Ngaai.Fei;Norman.Chu;Ou.Yang.Sha.Fei;Philip.Kwok.Chun.Fung;Phillip.Ko.Fei;Shih.Szu;Shu.Pei.Pei;Shum.Lo;Siao.Yuk;Sun.Chien;Tang.Ching;Tang.Ti;Teresa.Ha.Ping;Ti.Lung;Tien.Feng;Tin.Ching;Tung.Lam;Tung.Li;Wai.Wang;Walter.Tso.Tat.Wah;Wang.Han.Chen;Wang.Hsieh;Wang.Kuang.Yu;Wang.Ping;Wilson.Tong;Wong.Ching.Ho;Wong.Chung;Wong.Chung.Shun;Wong.Lik;Wong.Mei.Mei;Wong.Yu;Wong.Yung;Wu.Ma;Yeung.Chi.Hing;Yeung.Jing.Jing;Yu.Tai.Ping;Yuen.Bun;Yuen.Tak;Yuen.Wah;col.names
Alexander Fu Sheng;31.0;1.0;0.0;8.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;9.0;1.0;9.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;2.0;3.0;3.0;0.0;0.0;5.0;3.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;17.0;7.0;1.0;3.0;10.0;4.0;0.0;1.0;1.0;4.0;0.0;0.0;2.0;0.0;4.0;3.0;1.0;0.0;1.0;1.0;0.0;2.0;6.0;0.0;0.0;3.0;0.0;0.0;2.0;7.0;1.0;6.0;0.0;9.0;2.0;0.0;1.0;1.0;0.0;10.0;1.0;3.0;0.0;1.0;2.0;4.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;6.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;Alexander Fu Sheng
Austin Wai;1.0;6.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;Austin Wai
Bolo Yeung;0.0;0.0;10.0;2.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;2.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Bolo Yeung
Bruce Tong Yim-Chaan;8.0;1.0;2.0;12.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;4.0;2.0;1.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;1.0;0.0;6.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;2.0;2.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;Bruce Tong Yim-Chaan
Candice Yu On-On;0.0;0.0;0.0;0.0;8.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;6.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;Candice Yu On-On
Candy Wen Xue-Er;2.0;0.0;0.0;0.0;1.0;10.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;2.0;1.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;1.0;2.0;3.0;0.0;1.0;1.0;Candy Wen Xue-Er
Chan Shen;4.0;1.0;3.0;2.0;1.0;2.0;44.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;12.0;0.0;2.0;0.0;1.0;7.0;4.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;3.0;0.0;2.0;4.0;1.0;4.0;5.0;4.0;5.0;1.0;2.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;6.0;0.0;5.0;5.0;3.0;1.0;11.0;5.0;2.0;3.0;2.0;6.0;0.0;0.0;2.0;2.0;1.0;2.0;3.0;1.0;0.0;5.0;3.0;3.0;0.0;2.0;0.0;8.0;3.0;0.0;1.0;0.0;9.0;5.0;0.0;7.0;3.0;3.0;6.0;4.0;2.0;8.0;1.0;8.0;3.0;6.0;1.0;5.0;1.0;3.0;7.0;3.0;1.0;1.0;4.0;3.0;4.0;0.0;3.0;8.0;0.0;2.0;0.0;8.0;0.0;0.0;5.0;1.0;6.0;2.0;0.0;10.0;1.0;4.0;2.0;0.0;3.0;Chan Shen
Chan Sing;0.0;0.0;3.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;2.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;6.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;Chan Sing
Chan Sze-Kai;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;1.0;1.0;4.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;3.0;0.0;1.0;1.0;1.0;Chan Sze-Kai
Chang Yi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;Chang Yi
Chen Hung-Lieh;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;Chen Hung-Lieh
Chen Kuan-Tai;2.0;2.0;2.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;27.0;1.0;1.0;6.0;0.0;0.0;1.0;1.0;1.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;6.0;0.0;0.0;1.0;2.0;3.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;1.0;0.0;8.0;3.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;3.0;0.0;1.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;3.0;5.0;1.0;0.0;1.0;0.0;5.0;2.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;1.0;3.0;0.0;0.0;1.0;6.0;0.0;4.0;3.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;6.0;6.0;0.0;1.0;1.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;Chen Kuan-Tai
Chen Ping;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Chen Ping
Cheng Lui;0.0;0.0;1.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0;1.0;0.0;16.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;3.0;0.0;1.0;4.0;0.0;1.0;6.0;0.0;0.0;0.0;1.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;4.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;4.0;5.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;8.0;1.0;0.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;Cheng Lui
Cheng Miu;2.0;3.0;1.0;1.0;4.0;2.0;12.0;3.0;1.0;2.0;1.0;6.0;2.0;5.0;52.0;2.0;0.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;13.0;1.0;1.0;4.0;5.0;1.0;1.0;3.0;10.0;1.0;6.0;2.0;12.0;7.0;3.0;0.0;1.0;3.0;3.0;3.0;2.0;2.0;3.0;1.0;6.0;4.0;6.0;4.0;2.0;1.0;17.0;14.0;2.0;4.0;0.0;9.0;4.0;1.0;2.0;4.0;2.0;5.0;7.0;0.0;1.0;1.0;1.0;4.0;0.0;4.0;4.0;5.0;5.0;3.0;3.0;0.0;15.0;2.0;0.0;2.0;0.0;1.0;8.0;8.0;3.0;2.0;0.0;1.0;6.0;8.0;0.0;4.0;3.0;5.0;5.0;10.0;6.0;3.0;3.0;2.0;4.0;2.0;1.0;7.0;3.0;2.0;1.0;10.0;7.0;6.0;0.0;5.0;0.0;5.0;2.0;19.0;3.0;2.0;4.0;4.0;4.0;Cheng Miu
Cheng Pei-Pei;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;12.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;3.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;2.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;3.0;0.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;Cheng Pei-Pei
Cheung Pooi-Saan;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;Cheung Pooi-Saan
Chi Kuan-Chun;9.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Chi Kuan-Chun
Chiang Nan;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;Chiang Nan
Chiang Sheng;9.0;0.0;0.0;2.0;0.0;4.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;23.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;1.0;0.0;5.0;2.0;0.0;1.0;6.0;2.0;0.0;0.0;9.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;0.0;21.0;4.0;1.0;1.0;1.0;0.0;21.0;0.0;1.0;0.0;0.0;4.0;14.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;2.0;1.0;13.0;0.0;0.0;0.0;Chiang Sheng
Chiang Tao;4.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;3.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;4.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;Chiang Tao
Chin Han;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Chin Han
Chin Ping;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;Chin Ping
Chin Siu-Ho;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;6.0;3.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;Chin Siu-Ho
